Company_Name,Dependent-Company Status,year of founding,Age of company in years,Internet Activity Score,Short Description of company profile,Industry of company,Focus functions of company,Investors,Employee Count,Has the team size grown,Last Funding Date,Last Funding Amount,Country of company,Continent of company,Number of Investors in Seed,Number of Co-founders,Number of of advisors,Team size all employees,Number of  Sales Support material,Have been part of successful startups in the past?,Was he or she partner in Big 5 consulting?,Consulting experience?,Product or service company?,Focus on private or public data?,Local or global player,Machine Learning based business,Average Years of experience for founder and co founder,Highest education,Years of education,Specialization of highest education,Skills score,Employee benefits and salary structures,Company awards,Client Reputation,Number of Direct competitors,Last round of funding received (in milionUSD)
Company269,Success,2005,9,-391,"Organizes the web around people.	",,social network,Sequoia Capital|True Ventures|Draper Fisher Jurvetson (DFJ)|Jafco Ventures|KTB Ventures|Time Warner Investments|Khosla Ventures|JAFCO,16,No,12/20/2010,27500000,United States,North America,1,3,0,200,Nothing,No,No,No,Product,no,No Info,No,High,Bachelors,18,engg,24,No Info,No,No Info,7,27.5
Company270,Failed,No Info,No Info,144,Media Hosting,Network / Hosting / Infrastructure|Publishing,web,,,No,,,United States,North America,0,2,0,No Info,Nothing,Yes,No,Yes,Product,no,local,No,High,Masters,21,mangement,15,No Info,No,No Info,4,No Info
Company271,Failed,2011,3,,,,networking,,,No,,,,,1,3,0,10,Nothing,No,No,Yes,Service,Both,local,No,Medium,Bachelors,18,,10,No Info,No,No Info,0,0.015
Company272,Failed,2009,5,-14,Call 3.0 Company,Mobile,software,i5invest,,No,01/01/2009,,Austria,Europe,0,3,0,50,Nothing,Yes,No,Yes,Service,no,No Info,No,High,Masters,21,journalism,22,No Info,No,No Info,0,unknown amount
Company273,Failed,2007,7,-53,,Classifieds|Network / Hosting / Infrastructure,web,Rajiv Unnikrishnan,,No,07/01/2007,10000,India,Asia,1,1,0,No Info,Nothing,Yes,No,Yes,Product,no,Local,No,High,Masters,21,business,25,No Info,No,No Info,1,0.01
Company274,Failed,2011,3,-243,Online advertising technology,Media|Advertising|E-Commerce,advertising,Seed Capital|Martin Bochineck|Christina Rind Helsbro,2,No,04/01/2012,600000,Denmark,Europe,1,4,0,10,Nothing,Yes,No,Yes,Service,no,Global,No,Medium,Masters,21,economics,25,No Info,No,No Info,6,0.6
Company275,Failed,No Info,No Info,,,,marketing,,,No,,,,,1,2,0,50,Nothing,Yes,No,Yes,Service,no,local,No,High,Masters,21,technology mangement,25,No Info,No,No Info,3,0.98
Company276,Failed,2006,8,,,,game,,,yes,,,,,0,2,0,10,Nothing,Yes,No,Yes,Product,no,local,No,High,Bachelors,18,entrepreneurship,25,No Info,No,No Info,0,1.9
Company277,Failed,2009,5,,,,software,,,No,,,,,0,1,0,10,Nothing,Yes,No,Yes,Product,no,local,No,High,Masters,21,information tech,25,No Info,No,No Info,0,No Info
Company278,Failed,2011,3,0,Web team communication tool.,Software Development,software,,,No,01/01/2011,,United States,North America,0,1,1,10,Nothing,No,No,Yes,Product,no,local,No,High,Masters,21,psychology,19,No Info,No,No Info,0,unknown amount
Company279,Failed,2007,7,-3,,Search|Healthcare,search,,,No,,,United States,North America,0,2,0,No Info,Nothing,Yes,No,Yes,Service,no,local,No,High,Bachelors,18,arts,10,No Info,No,No Info,0,No Info
Company280,Failed,No Info,No Info,0,,,operation,Bessemer Venture Partners|Gold Hill Capital|SVB Financial Group,,yes,01/01/2009,10000000,United States,North America,0,2,0,200,Nothing,Yes,No,Yes,Service,no,Global,No,High,No Info,No Info,,7,No Info,No,No Info,0,10
Company281,Failed,2010,4,0,Free and low cost Internet calling,Mobile|Telecommunications,operation,Sierra Ventures,0,No,05/10/2011,1500000,United States,North America,1,3,0,10,Nothing,Yes,No,Yes,Service,no,local,No,High,Bachelors,18,computer sc,8,No Info,No,No Info,0,1.5
Company282,Failed,2007,7,-29,,Entertainment,operation,Silvio Scaglia,20,No,06/01/2005,13200000,United Kingdom,Europe,0,0,0,200,Nothing,Yes,No,Yes,Product,no,No Info,No,High,Bachelors,18,law,21,No Info,No,No Info,7,13.2
Company283,Failed,2010,4,170,Kid's online retailer,E-Commerce,sale,Index Ventures|Team Europe|Fabrice Grinda|Jose Marin|James Gutierrez|Embarcadero Ventures,7,yes,3/25/2011,900000,Russian Federation,Europe,0,3,0,50,Nothing,No,No,Yes,Service,no,LOCAL,No,Medium,Masters,21,mba,14,No Info,No,No Info,0,0.9
Company284,Failed,2005,9,-169,Free File Hosting,Cloud Computing|E-Commerce|Classifieds,operation,Fabrice Grinda|Timothy Ferriss|Lukasz Gadowski|Oliver Jung|Saar Gur|Mark Gerson|Stephan Paternot (Actarus Funds)|Peter Thiel|Jon Staenberg|Mark Jacobstein|Ariel Poler|Ariel Lebowits|Geoff Ralston|Alec Oxenford|FLOODGATE|Floodgate Fund,,No,01/01/2006,,United States,North America,1,1,0,No Info,Nothing,Yes,No,Yes,Product,no,local,No,High,Bachelors,18,economics,25,No Info,No,No Info,7,unknown amount
Company285,Failed,2008,6,15,Multiplatform Gaming,Gaming|Entertainment,entertainment,Various Private Investors|Inverpyme|Freedom Factory Studios|Grupo Intercom,,yes,07/10/2010,800000,Spain,Europe,3,1,0,50,Nothing,Yes,No,No,Service,no,Global,No,High,Bachelors,18,mangement,6,No Info,No,No Info,0,0.8
Company286,Failed,2009,5,-8,a new marketing agency,Marketing,advertising,,,No,01/01/2009,,United States,North America,1,1,0,50,Nothing,Yes,No,Yes,Product,no,local,No,High,No Info,No Info,,25,No Info,No,No Info,0,unknown amount
Company287,Failed,2012,2,,,,game,,,No,,,,,1,2,0,50,Nothing,No,No,Yes,Product,no,local,No,Medium,No Info,No Info,,5,No Info,No,No Info,0,0.08
Company288,Failed,2008,6,,,,software,,,No,,,,,1,5,0,No Info,Nothing,No,No,Yes,Product,no,global,No,High,Bachelors,18,software engg,25,No Info,No,No Info,0,unknown amount
Company289,Failed,2008,6,-10,,Food & Beverages,sale,,,No,01/01/2008,500000,United States,North America,1,1,0,No Info,Nothing,Yes,No,Yes,Service,no,Global,No,Medium,Masters,21,business,25,No Info,No,No Info,0,0.5
Company290,Failed,2011,3,,,,operation,,,No,,,,,1,4,0,10,low,Yes,No,Yes,Service,no,local,No,High,Bachelors,18,business administration,19,No Info,No,No Info,0,No Info
Company291,Failed,2009,5,,,,operation,,,No,,,,,1,3,1,10,Nothing,Yes,No,Yes,Service,no,local,No,High,Masters,21,marketing,8,No Info,No,No Info,3,unknown amount
Company292,Failed,2012,2,-84,Services on your terms.,Marketing|Mobile|E-Commerce,operation,,,No,,,United States,North America,0,3,2,No Info,Nothing,Yes,No,Yes,Service,no,local,No,Medium,Masters,21,finance,20,No Info,No,No Info,0,No Info
Company293,Failed,2011,3,-13,Stunning Interactive Presentations,Mobile|Cloud Computing|Enterprise Software,operation,,1,No,1/19/2012,620000,United States,North America,1,2,0,10,low,No,No,Yes,Service,no,local,No,Medium,Bachelors,18,engg,12,No Info,No,No Info,2,0.62
Company294,Failed,2007,7,-4,,Software Development,advertising,Tom O'Keefe,,No,11/01/2007,,United States,North America,0,1,0,1,low,No,No,Yes,Service,no,local,No,High,Bachelors,18,economics,5,No Info,No,No Info,0,unknown amount
Company295,Failed,2008,6,,,,advertising,,,No,,,,,0,2,2,No Info,Nothing,No,No,Yes,Service,no,local,No,High,Masters,21,mangement,25,No Info,No,No Info,0,0.345
Company296,Failed,2006,8,,,,conssumer web,,,No,,,,,1,2,0,No Info,Nothing,Yes,No,Yes,Service,no,local,No,High,Masters,21,media,9,No Info,No,No Info,0,0.02
Company297,Failed,2008,6,15,Online Music Collaboration,Music|Media|Software Development,online music,,,No,,,United States,North America,1,1,1,No Info,Nothing,Yes,No,Yes,Product,no,local,No,High,Masters,21,finance,18,No Info,No,No Info,3,No Info
Company298,Failed,2009,5,-8,Social Video Marketing Platform,Analytics|Advertising,media,Joe Morgan|Ernest Hodge,,No,08/05/2011,250000,United States,North America,0,2,0,4,Nothing,Yes,No,Yes,Service,no,local,No,Medium,PhD,25,physics,25,No Info,No,No Info,0,0.25
Company299,Success,2011,3,13,promotions optimization for ecommerce,E-Commerce|Analytics|Advertising|Enterprise Software,sales,AngelPad|Data Collective,0,No,10/01/2011,250000,United States,North America,1,2,0,10,low,Yes,No,Yes,Product,no,local,No,Medium,Masters,21,engg,8,No Info,No,No Info,0,0.25
Company300,Success,2010,4,-309,Cloud-based website acceleration,Cloud Computing|Analytics,cloud computing,500 Startups|K9 Ventures|Trinity Ventures|Naval Ravikant,3,No,09/06/2011,584988,United States,North America,1,2,0,10,medium,Yes,No,Yes,Service,Public,No Info,No,Medium,No Info,No Info,TECH,31,No Info,No,Low,0,0.584988
Company301,Success,2011,3,101,TripAdvisor for hotel prices.,Travel|Deals|Analytics|Hospitality,sale,Foresight Ventures|Bright Capital|TechStars,4,No,5/17/2012,118000,United States,North America,3,3,0,8,medium,Yes,No,No,Service,Public,No Info,No,High,Masters,21,management,27,No Info,No,Low,0,0.118
Company302,Success,2011,3,76,Movie Marketing & Distribution Platform,Media|E-Commerce|Analytics|Entertainment,operation,,0,No,01/01/2011,1000000,United States,North America,1,7,0,2,medium,Yes,No,No,Service,Public,GLOBAL,Yes,High,Bachelors,18,tech,22,No Info,No,No Info,0,1
Company303,Success,2010,4,-10,Social curation & commerce,E-Commerce|Analytics|Network / Hosting / Infrastructure,social commerce,New York Angels,,No,10/11/2011,1320384,United States,North America,0,2,0,3,low,Yes,No,Yes,Service,no,GLOBAL,Yes,High,Masters,21,MGMT,31,No Info,No,No Info,0,1.320384
Company304,Success,2009,5,-45,On Demand Consumer Research ,Analytics|Advertising|Marketing|Entertainment|Media|Mobile,marketing,,5,No,01/01/2012,1400000,United States,North America,1,3,1,3,low,Yes,No,Yes,Service,Public,GLOBAL,No,Medium,Masters,21,finance,38,No Info,No,No Info,0,1.4
Company305,Success,2010,4,92,Display Advertising Platform,Analytics|Advertising|Mobile,analytics,iNovia Capital|Greycroft Partners|Neu Venture Capital|Brian S. Cohen|Phil Grieshaber|John Taysom|Justin Siegel|Jeffrey Silverman|Jerry Newman,8,No,02/10/2012,1530000,United States,North America,0,2,0,50,low,Yes,No,No,Service,Public,GLOBAL,No,High,Bachelors,18,MGM,35,No Info,No,No Info,0,1.53
Company306,Success,2010,4,-375,Private news feeds for teams and busines,Analytics|Mobile|Media|Enterprise Software,operation,Detroit Venture Partners|Scott Belsky|Ludlow Ventures|JFJF Ventures,,Yes,09/01/2012,1100000,United States,North America,4,4,3,10,low,Yes,No,No,Service,Public,LOCAL,Yes,Medium,Bachelors,18,tech,30,No Info,No,Low,0,1.1
Company307,Success,2007,7,13,Content Valuation Platform,Marketing|Media|Analytics|Advertising,finance,,0,No,6/28/2012,250000,United States,North America,1,4,0,50,medium,Yes,No,No,Service,Public,GLOBAL,Yes,High,Masters,21,MGM,19,No Info,No,No Info,0,0.25
Company308,Success,2010,4,-16,Delivering Return on Social,E-Commerce|Analytics|Marketing,social media marketing,GSV Capital,6,No,04/12/2012,2669209,United States,North America,0,2,0,15,medium,Yes,No,No,Product,Public,GLOBAL,Yes,Medium,PhD,25,TECH,44,No Info,No,Low,0,2.669209
Company309,Success,2011,3,272,,Analytics|Search|Hospitality,marketing,Gil Elbaz|Bruno Bowden|Jeff Hammerbacher|Dharmesh Shah|Michael Abbott|Andrew McCollum|Ed Roberts|Jean Hammond|Matt Ocko|Quotidian Ventures|General Catalyst Partners|Lowercase Capital|Lightbank|SV Angel|Naval Ravikant|Babak Nivi,25,yes,4/23/2012,4000000,United States,North America,10,3,0,50,medium,Yes,No,Yes,Service,Public,GLOBAL,No,High,Masters,21,management,36,No Info,No,No Info,3,4
Company310,Success,2007,7,-173,In-game Payment Solutions,Advertising|Social Networking|Analytics|Gaming,operation,Steamboat Ventures|The Mail Room Fund|Greycroft Partners|Launchpad LA|AT&T,8,yes,10/16/2009,4000000,United States,North America,0,2,1,50,medium,Yes,No,No,Product,Both,GLOBAL,Yes,Low,Masters,21,management,35,No Info,No,Low,2,4
Company311,Success,2009,5,110,Big Data Solutions,Cloud Computing|Social Networking|Analytics,social network,Stage One Capital|Mercury Fund|ff Venture Capital|Dundee Venture Capital|MFI Capital,39,Yes,06/04/2013,595000,United States,North America,0,3,1,50,low,Yes,No,No,Product,Both,GLOBAL,Yes,Medium,Masters,21,management,28,No Info,No,Low,4,0.595
Company312,Success,2011,3,484,iOS and Android Crash Reporting,Analytics|Mobile|Enterprise Software|Software Development,N,Flybridge Capital Partners|Baseline Ventures|CommonAngels|David Chang|Jennifer Lum|Lars Albright|Ty Danco|Roy Rodenstein|Joe Caruso|David S. Chang,6,yes,04/10/2012,5000000,United States,North America,11,1,0,50,low,Yes,No,Yes,Product,Public,GLOBAL,No,High,Bachelors,18,technology,34,No Info,No,Low,0,5
Company313,Success,2007,7,-136,,Analytics,PUBLISHING,Rho Capital Partners,3,No,3/30/2012,750000,United States,North America,0,1,6,50,low,Yes,No,Yes,Product,Public,GLOBAL,No,High,Bachelors,18,jd,23,No Info,No,Low,3,0.75
Company314,Success,2005,9,75,location intelligence solutions,Analytics|Government,global,Chart Venture Partners|In-Q-Tel|New Markets Venture Partners|Walker Ventures|The New Markets Growth Fund,4,No,8/26/2010,5500000,United States,North America,0,2,0,No Info,low,Yes,No,No,Service,Both,LOCAL,Yes,High,Masters,21,technology,6,No Info,No,Low,0,5.5
Company315,Success,2005,9,-14,Web Site Testing & Personalization,Analytics,\,Gemini Israel ventures|Carmel Ventures|Viola Group,4,No,10/05/2011,7400000,United States,North America,0,2,0,40,low,Yes,No,Yes,Service,Public,GLOBAL,Yes,High,Masters,21,MGMT,28,No Info,No,Low,2,7.4
Company316,Success,2010,4,136,,Analytics,GLOBAL,Sequoia Capital|Magma Venture Partners|Horizons Ventures|Motorola Solutions Venture Capital,13,No,1/24/2012,10000000,United States,North America,0,2,1,40,low,Yes,No,Yes,Service,Public,No Info,Yes,High,Masters,21,management,9,No Info,Yes,Low,0,10
Company317,Success,2005,9,327,Music Intelligence Company,Music|Search|Analytics,Music intelligece,Commonwealth Capital Ventures|Matrix Partners|Norwest Venture Partners|Jim Pallotta,83,Yes,07/12/2012,17300000,United States,North America,0,2,3,65,medium,No,No,Yes,Service,Public,global,No,High,PhD,25,PHD,15,No Info,Yes,No Info,5,17.3
Company318,Success,2006,8,215,"Helping people share, save and subscribe",Analytics,Location based service,,,No,,,United States,North America,0,1,0,No Info,medium,Yes,No,No,Service,Public,GLOBAL,Yes,Medium,No Info,No Info,PHD,9,No Info,Yes,No Info,1,No Info
Company319,Success,2007,7,-113,Media and advertising solutions.,Analytics|Entertainment,SOCIAL TV ANALYTICS,,14,Yes,,,United States,North America,0,1,0,50,low,Yes,No,No,Service,Public,GLOBAL,Yes,High,PhD,25,phd,44,No Info,No,No Info,3,No Info
Company320,Success,2005,9,1,Analytic database systems,Analytics,Data driven applications,David Cheriton|Anand Rajaraman|Ron Conway|First Round Capital|SV Angel|Sequoia Capital|Cambrian Ventures|Jafco Ventures|Institutional Venture Partners,,Yes,9/22/2010,30000000,United States,North America,0,3,1,50,medium,Yes,No,No,Service,Both,GLOBAL,No,High,PhD,25,phd,40,No Info,No,Low,0,30
Company321,Success,2008,6,0,mobile development tools,Advertising|Analytics,IPHONE APPS,W Media Ventures|First Round Capital|Union Square Ventures|Dave Morgan|Michael Yavonditte|Sharkey Goldstein Capital|Neu Venture Capital,,No,01/06/2010,560001,United States,North America,6,3,1,34,medium,Yes,No,No,Service,Public,GLOBAL,No,High,Masters,21,ma,21,No Info,No,No Info,2,0.560001
Company322,Success,2005,9,-5,Data analytics,Analytics,analytics,Diamondhead Ventures|ONSET Ventures|UPS Strategic Enterprise Fund,1,No,7/20/2009,3000000,United States,North America,3,2,2,30,low,Yes,No,No,Product,Public,GLOBAL,No,High,No Info,No Info,,18,No Info,No,No Info,0,3
Company323,Failed,2008,6,2,Peer-to-Peer Student Loans,Education|Analytics|Finance|Social Networking,finance,Josh Mailman|Radcliff Group,4,No,6/19/2009,2500000,United States,North America,2,2,1,10,low,Yes,No,Yes,Service,Public,Local,No,High,Bachelors,18,management,25,No Info,No,No Info,6,2.5
Company324,Success,2007,7,702,SaaS Marketing Automation,Analytics|Marketing,analytics,,197,yes,,,United States,North America,0,2,0,5000,low,Yes,No,Yes,Product,no,GLOBAL,No,High,Bachelors,18,arts,21,No Info,No,No Info,2,No Info
Company325,Success,2007,7,413,Data Activation System,Analytics|Marketing,Marketing,Battery Ventures|Redpoint Ventures|Hadi Partovi|Ali Partovi|e.ventures|Satya Patel|Redpoint eVentures|Split Rock Partners|GGV Capital ,168,No,1/20/2012,15000000,United States,North America,0,1,2,200,low,Yes,No,Yes,Product,Public,global,Yes,High,Masters,21,TECH,26,No Info,No,No Info,0,15
Company326,Success,2005,9,-20,Security Intelligence and Analytics,Security|Analytics,TECHNOLOGY,Canopy Ventures|Allegis Capital|Trident Capital|Canopy Group|Dry Canyon Holdings|Intel Capital|Cross Creek Capital,67,No,1/30/2012,20000000,United States,North America,0,3,1,200,medium,No,No,No,Product,Both,global,Yes,High,Masters,21,MBA,12,No Info,No,Low,0,20
Company327,Success,2009,5,-9,Social Media Analytics,Analytics|Marketing,technology,,0,yes,04/01/2009,,United States,North America,1,3,0,10,low,Yes,No,Yes,Service,Both,No Info,No,Medium,Bachelors,18,TECH,23,No Info,No,No Info,0,unknown amount
Company328,Failed,2009,5,-104,Social Media,Advertising|E-Commerce|Analytics|Marketing,MARKETING,New Enterprise Associates|IndoUS Venture Partners|TriplePoint Capital|Jim Clark|Mike Ramsay|Presidio Ventures,20,yes,2/16/2012,6000000,United States,North America,7,2,1,50,low,Yes,No,Yes,Service,Public,local,No,High,Masters,21,mba,25,No Info,No,No Info,0,6
Company329,Success,2009,5,-75,Customer Experience Software,Analytics,analytics,Accel Partners,23,yes,11/01/2011,11000000,United States,North America,0,1,1,50,low,No,No,Yes,Product,Public,No Info,No,High,Masters,21,mba,14,No Info,No,Low,0,11
Company330,Success,2009,5,162,Converting Visitors into Customers,Analytics|Marketing,"SALES,MARKETING",Charles River Ventures,0,yes,1/15/2010,3000000,United States,North America,0,1,0,50,low,No,No,No,Product,Public,GLOBAL,No,High,Masters,21,mba,23,No Info,No,Low,8,3
Company331,Success,2008,6,106,Consumer Location Analytics,Analytics,MARKETING,Gabriell Weinberg|David Cancel|Joshua Schachter|Roy Rodenstein|Project 11 Ventures,16,No,07/07/2012,100000,United States,North America,1,3,1,50,low,Yes,No,No,Service,Public,LOCAL,Yes,High,PhD,25,phd,24,No Info,No,Low,0,0.1
Company332,Success,2007,7,66,Big Data Capture and Analytics,Analytics,NETWORK OPTIMIZATION,Meakem Becker Venture Capital,6,No,4/27/2012,5000000,United States,North America,0,2,0,50,low,Yes,No,Yes,Service,Both,GLOBAL,Yes,High,Bachelors,18,NG,34,No Info,Yes,No Info,4,5
Company333,Failed,2010,4,-1,Backup.Deliver.Trend cloud data,Analytics|Enterprise Software,PRIVACY,,0,No,5/31/2011,30000,United States,North America,1,1,0,10,low,Yes,No,Yes,Service,Public,GLOBAL,No,High,No Info,No Info,,25,No Info,No,No Info,1,0.03
Company334,Success,2012,2,-6,Predictive Analytics,Advertising|Entertainment|Media|Analytics,TARGETING OPTIMIZE,MassChallenge,1,No,10/23/2012,50000,United States,North America,1,1,0,10,medium,Yes,No,Yes,Service,Public,GLOBAL,Yes,High,Bachelors,18,MENG,22,No Info,No,No Info,0,0.05
Company335,Success,2010,4,667,Mailbox web service API s,Analytics|Email|Software Development,MAIL REPORTS,Y Combinator|Elad Gil|SV Angel|Yuri Milner|Paul Buchheit|Geoff Ralston|Webb Investment Network,,No,5/13/2011,1100000,United States,North America,6,2,0,No Info,low,Yes,No,Yes,Product,Public,GLOBAL,Yes,High,Bachelors,18,finance,5,No Info,No,No Info,0,1.1
Company336,Success,2010,4,-497,Check your tracks. Metrics aggregator.,Analytics,big data analytics,Silicon Valley Bank,1,No,07/12/2013,2000000,Germany,Europe,1,3,0,No Info,medium,No,No,No,Product,Public,GLOBAL,Yes,High,Bachelors,18,mba,16,No Info,No,No Info,12,2
Company337,Success,2006,8,-6,Analytics for SaaS systems,Analytics,entertainment,Sunstone Capital,0,No,01/01/2008,2200000,Denmark,Europe,2,1,0,10,low,Yes,No,Yes,Service,no,GLOBAL,No,High,Masters,21,msc,15,No Info,No,No Info,10,2.2
Company338,Failed,2006,8,-18,Metrics for Software Teams,Software Development|Analytics,METRICS,Ambient Sound Investments|Serenda Estonia,1,No,4/24/2008,200000,Estonia,Europe,2,2,0,10,low,Yes,No,No,Product,Private,GLOBAL,Yes,Medium,Bachelors,18,technology,12,No Info,No,Low,0,0.2
Company339,Success,2008,6,-116,360Â° mobile analytics,Analytics|Mobile,MARKETING,Veraventure|Koppi Catch,,No,06/08/2010,2000000,Finland,Europe,1,1,0,No Info,medium,Yes,No,No,Product,Public,LOCAL,Yes,Medium,Bachelors,18,phd,46,No Info,No,No Info,0,2
Company340,Failed,2010,4,-6,YouTube for pictures,Analytics|Social Networking|Network / Hosting / Infrastructure,MARKETING,,0,No,,,France,Europe,0,1,0,10,low,Yes,No,No,Product,Public,LOCAL,No,Medium,Masters,21,technology,13,No Info,No,No Info,2,No Info
Company341,Success,2008,6,75,Social Media Analytics & Engagement,Analytics|Marketing,MARKETING,Eden Ventures|Seedcamp,48,yes,1/30/2009,400000,United Kingdom,Europe,2,4,0,50,Nothing,Yes,No,No,Product,Public,GLOBAL,Yes,High,Bachelors,18,management,27,No Info,No,No Info,8,0.4
Company342,Success,2013,1,64,"transparent, comparison,product, website",E-Commerce|Analytics,PRICING,,,No,,,United Kingdom,Europe,0,0,0,1,Nothing,No,No,No,Product,Public,GLOBAL,No,Medium,Bachelors,18,product design,33,No Info,No,Low,0,No Info
Company343,Failed,2010,4,-33,Indoor Positioning Service Provider,Analytics|Software Development,ANALYTICS,Jean Pierre Payat,1,No,2/20/2012,,Sweden,Europe,1,2,0,50,low,Yes,No,No,Product,Public,GLOBAL,Yes,High,Bachelors,18,tech,25,No Info,No,No Info,0,unknown amount
Company344,Success,2012,2,96,Big Data Analytics,Analytics|Telecommunications,Research,AxVentures-Pymar Fund|Ax Ventures,10,No,07/01/2012,,Argentina,South America,0,3,3,16,low,Yes,No,Yes,Product,Public,Global,No,Medium,No Info,No Info,No Info,7.5,No Info,No,Low,0,unknown amount
Company345,Failed,2012,2,16,Online wine service,E-Commerce|Food & Beverages|Mobile,Sales,,1,No,,,United States,North America,0,1,0,10,Nothing,No,No,Yes,Product,no,Local,No,High,Bachelors,18,engg,25,No Info,No,No Info,0,No Info
Company346,Success,2012,2,398,Acquire and retain valuable customers,,marketing,SV Angel|Founder Collective|High Line Venture Partners|Sam Altman|Valhalla Partners|Varsha Rao|Y Combinator|Paul Buchheit|Fritz Lanman|Hank Vigil,11,yes,01/05/2012,,United States,North America,0,2,0,11,high,No,No,No,Service,Private,global,No,Medium,Bachelors,18,CSE,No Info,Average,No,No Info,5,No Info
Company347,Success,2012,2,,,,sales,,,No,,,,,1,2,0,13,high,No,Yes,Yes,Product,no,global,No,Medium,Masters,21,Business,36,No Info,No,No Info,0,No Info
Company348,Success,2010,4,481,Practical Recruiting software,Human Resources (HR)|Career / Job Search,service,,12,No,,,United States,North America,3,3,0,15,high,No,No,Yes,Product,no,global,No,High,Bachelors,18,Mechanical,8,No Info,No,Low,4,No Info
Company349,Success,No Info,No Info,,,,mobile app development,,,yes,,,,,2,1,0,53,high,No,No,Yes,Product,no,global,No,High,Bachelors,18,Engg,25,No Info,No,No Info,0,No Info
Company350,Success,2012,2,132,Social Discovery Platform,E-Commerce|Retail,service,,9,No,,,India,Asia,1,3,0,11,high,No,No,No,Product,no,local,No,Medium,Bachelors,18,Engg,20,No Info,No,No Info,0,No Info
Company351,Success,2013,1,451,Leveraging Emotions,Analytics,analytic,,2,No,,,Belgium,Europe,1,2,0,2,medium,Yes,No,Yes,Service,Both,global,No,High,Masters,21,management,25,No Info,No,No Info,0,No Info
Company352,Success,2010,4,461,Customer Intelligence VoC CEM,Analytics,software ,,27,YES,,,Switzerland,Europe,1,1,0,32,No Info,Yes,No,Yes,Product,no,global,No,High,Masters,21,finance,25,No Info,No Info,No Info,0,No Info
Company353,Success,2011,3,278,Social Media Analytics,Analytics,,,5,No,,,Germany,Europe,3,2,0,5,high,Yes,No,Yes,Service,Both,global,No,High,Bachelors,18,diploma,18,No Info,No Info,No Info,0,No Info
Company354,Success,2011,3,68,Web Controlling Technology,Analytics,mrkting,,,No,,,Germany,Europe,1,0,1,30,low,No,No,No,Product,Both,GLObaL,Yes,Medium,Masters,21,MGMT,17,No Info,Yes,No Info,1,No Info
Company355,Success,2013,1,-68,mobile app data provider,Mobile|Analytics,revenue maximization,,,No,,,Germany,Europe,0,2,1,20,medium,No,Yes,Yes,Product,Both,GLObaL,Yes,High,Masters,21,mgmt,18,No Info,No,No Info,6,No Info
Company356,Success,2012,2,115,Out of the box BI,Analytics|Enterprise Software,technology,,4,No,,,Germany,Europe,6,2,0,50,medium,Yes,No,Yes,Service,Both,global,Yes,High,Bachelors,18,MGMT,12,No Info,No,Low,4,No Info
Company357,Success,2013,1,41,science. semantic. simple. sisu.,Analytics|Advertising,social media analytics,,,No,,,Spain,Europe,1,1,0,10,medium,No,No,No,Service,Private,GLOBAL,Yes,High,Masters,21,MBA,18,No Info,No,Low,2,No Info
Company358,Success,2012,2,398,Standard for reputation,Human Resources (HR)|Enterprise Software|Career / Job Search|Social Networking|Analytics,SOCIAL MEDIA,500 Startups|Seedcamp,11,No,,,Spain,Europe,10,4,0,10,medium,No,No,Yes,Service,Public,GLOBAL,Yes,Medium,Masters,21,MGMT,14,No Info,No,Low,4,No Info
Company359,Success,2010,4,93,Media Relations,Analytics,MARKETING,,5,No,,,France,Europe,3,3,0,14,medium,Yes,No,Yes,Product,Public,GLOBAL,Yes,Medium,Bachelors,18,ECO,18,No Info,No,No Info,4,No Info
Company360,Success,2013,1,-20,WiFi Analytics,Advertising|Retail|Analytics,customer analytics,,,,,,United Kingdom,Europe,1,3,0,10,low,No Info,No Info,No Info,Service,Public,global,No,High,Bachelors,18,TECH,31,No Info,No,No Info,25,No Info
Company361,Success,2011,3,1,Real Time Location,Analytics,analytics crowdsourcing,,0,No,,,United Kingdom,Europe,1,2,0,1,medium,Yes,No,No,Product,Public,global,Yes,Medium,Bachelors,18,TCH,49,No Info,No,Low,16,No Info
Company362,Success,2011,3,-14,a Metaphorical Search Engine,Search|Analytics,technology,,4,No,,,United Kingdom,Europe,3,3,0,10,medium,No,No,No,Service,Public,global,Yes,Medium,PhD,25,NLP,37,No Info,Yes,Low,0,No Info
Company363,Success,2012,2,146,Order food and drink from your mobile.,Analytics|Hospitality|Mobile|Enterprise Software,MARKETING,,16,yes,,,United Kingdom,Europe,2,2,0,10,low,Yes,No,No,Service,Public,LOCAL,Yes,Medium,Masters,21,ECO.POLSC,27,No Info,No,No Info,12,No Info
Company364,Success,2010,4,530,Google Analytics for Forms,E-Commerce|Analytics,ANALYTICS,,4,,,,United Kingdom,Europe,2,2,0,10,low,No,No,No,Service,Public,LOCAL,Yes,High,No Info,No Info,,31,No Info,No Info,No Info,33,No Info
Company365,Success,2013,1,297,,Marketing|E-Commerce|Analytics|Mobile|Advertising,MARKETING,,13,,,,United Kingdom,Europe,3,2,0,50,low,No,Yes,Yes,Service,Public,GLOBAL,Yes,High,No Info,No Info,,50,No Info,No Info,No Info,18,No Info
Company366,Success,2010,4,-2,"seek, explore & share happiness",E-Commerce|Analytics,app,,,No,,,United Kingdom,Europe,1,2,0,No Info,Nothing,No,No,No,Service,Public,local,No,Low,Bachelors,18,bachelor,0,No Info,No,No Info,0,No Info
